shoe_name,original_price,discounted_price,url,category,review_count,star,product_code,shoe_type,durability,comfort,size,size_count,color_count,brand,color 1,color 2,color 3,color 4,color 5,0,1,2,3,4
Columbia Men Green Crestwood Mid Water Resistant Shoes,"9,999",,https://columbiasportswear.co.in/columbia-men-blue-crestwood-mid-waterproof-bm5371-468,Men,30.0,4.0,BM5371-384,,,,,7.0,5.0,columbia,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Blue Crestwood Mid Water Resistant Shoes,"9,999",,https://columbiasportswear.co.in/columbia-men-blue-crestwood-mid-waterproof-bm5371-468,Men,30.0,4.0,BM5371-468,,,,,7.0,5.0,columbia,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Black CRESTWOOD Water Resistant Shoes,"8,999",,https://columbiasportswear.co.in/columbia-men-brown-crestwood-waterproof-bm5372-255,Men,59.0,4.0,BM5372-006,,,,,5.0,4.0,columbia,"Kettle, Black","Oatmeal, Beach","Graphite, Dark Adobe","Mud, Squash",,,,,,
Columbia Men Brown CRESTWOOD Water Resistant Shoes,"8,099","8,999",https://columbiasportswear.co.in/columbia-men-brown-crestwood-waterproof-bm5372-255,Men,91.0,4.0,BM5372-241,,,,,5.0,4.0,columbia,"Kettle, Black","Oatmeal, Beach","Graphite, Dark Adobe","Mud, Squash",,,,,,
Columbia Men Grey Crestwood Water Resistant Shoes,"8,999",,https://columbiasportswear.co.in/columbia-men-brown-crestwood-waterproof-bm5372-255,Men,30.0,4.0,BM5372-053,,,,,7.0,4.0,columbia,"Kettle, Black","Oatmeal, Beach","Graphite, Dark Adobe","Mud, Squash",,,,,,
Columbia Men Brown Crestwood Water Resistant Shoes,"8,999",,https://columbiasportswear.co.in/columbia-men-brown-crestwood-waterproof-bm5372-255,Men,47.0,4.0,BM5372-255,,,,,7.0,4.0,columbia,"Kettle, Black","Oatmeal, Beach","Graphite, Dark Adobe","Mud, Squash",,,,,,
Columbia Men BROWN Plateau Venture,"7,999",,https://columbiasportswear.co.in/columbia-men-brown-plateau-venture-bm7536-213,Men,0.0,0.0,BM7536-255,,,,,7.0,2.0,columbia,"Mud, Abyss","Peatmoss, Black",,,,,,,,
Columbia Men Brown Plateau Venture,"7,999",,https://columbiasportswear.co.in/columbia-men-brown-plateau-venture-bm7536-213,Men,0.0,0.0,BM7536-213,,,,,7.0,2.0,columbia,"Mud, Abyss","Peatmoss, Black",,,,,,,,
Columbia Men Black CRESTWOOD Water Resistant Shoes,"8,999",,https://columbiasportswear.co.in/columbia-men-brown-crestwood-waterproof-bm5372-255,Men,59.0,4.0,BM5372-006,,,,,5.0,4.0,columbia,"Kettle, Black","Oatmeal, Beach","Graphite, Dark Adobe","Mud, Squash",,,,,,
Columbia Men Brown CRESTWOOD Water Resistant Shoes,"8,099","8,999",https://columbiasportswear.co.in/columbia-men-brown-crestwood-waterproof-bm5372-255,Men,91.0,4.0,BM5372-241,,,,,5.0,4.0,columbia,"Kettle, Black","Oatmeal, Beach","Graphite, Dark Adobe","Mud, Squash",,,,,,
Columbia Men Grey Crestwood Water Resistant Shoes,"8,999",,https://columbiasportswear.co.in/columbia-men-brown-crestwood-waterproof-bm5372-255,Men,30.0,4.0,BM5372-053,,,,,7.0,4.0,columbia,"Kettle, Black","Oatmeal, Beach","Graphite, Dark Adobe","Mud, Squash",,,,,,
Columbia Men Brown Crestwood Water Resistant Shoes,"8,999",,https://columbiasportswear.co.in/columbia-men-brown-crestwood-waterproof-bm5372-255,Men,47.0,4.0,BM5372-255,,,,,7.0,4.0,columbia,"Kettle, Black","Oatmeal, Beach","Graphite, Dark Adobe","Mud, Squash",,,,,,
Columbia Men BLACK Hood River Slide,"3,499",,https://columbiasportswear.co.in/columbia-men-blue-hood-river-slide-bm0166-441,Men,36.0,4.0,BM0166-010,,,,,5.0,2.0,columbia,"Black, White","Mountain, Admiral",,,,,,,,
Columbia Men Blue Hood River Slide,"3,499",,https://columbiasportswear.co.in/columbia-men-blue-hood-river-slide-bm0166-441,Men,38.0,4.0,BM0166-441,,,,,5.0,2.0,columbia,"Black, White","Mountain, Admiral",,,,,,,,
Columbia Men BLACK Breaksider Sandal,"5,999",,https://columbiasportswear.co.in/columbia-men-green-breaksider-sandal-bm0486-302,Men,0.0,0.0,BM0486-010,,,,,5.0,2.0,columbia,"Black, Graphite","Mosstone, Golden Yellow",,,,,,,,
Columbia Men GREEN Breaksider Sandal,"5,999",,https://columbiasportswear.co.in/columbia-men-green-breaksider-sandal-bm0486-302,Men,0.0,0.0,BM0486-302,,,,,5.0,2.0,columbia,"Black, Graphite","Mosstone, Golden Yellow",,,,,,,,
Columbia Men Grey RE-PEAK MID,"9,999",,https://columbiasportswear.co.in/columbia-men-brown-re-peak-mid-bm6940-247,Men,0.0,0.0,BM6940-089,,,,,5.0,2.0,columbia,"DARK GREY, BLACK","Canvas Tan, Black",,,,,,,,
Columbia Men Brown RE-PEAK MID,"9,999",,https://columbiasportswear.co.in/columbia-men-brown-re-peak-mid-bm6940-247,Men,0.0,0.0,BM6940-247,,,,,5.0,2.0,columbia,"DARK GREY, BLACK","Canvas Tan, Black",,,,,,,,
Columbia Men Green EXPEDITIONIST SHIELD Water Resistant Shoes,"14,999",,https://columbiasportswear.co.in/men/footwear-men/columbia-men-green-expeditionist-shield-bm9083-373,Men,0.0,0.0,BM9083-373,,,,,6.0,0.0,columbia,,,,,,,,,,
Columbia Men Black HATANA MAX OUTDRY (Complete Waterproof),"10,999",,https://columbiasportswear.co.in/columbia-men-black-hatana-max-outdry-bm0659-010,Men,1.0,5.0,BM0659-013,,,,,0.0,3.0,columbia,"Black, Compass Blue","Deep Water, Spark","Black, White",,,,,,,
Columbia Men GREEN HATANA MAX OUTDRY,"10,999",,https://columbiasportswear.co.in/columbia-men-black-hatana-max-outdry-bm0659-010,Men,0.0,0.0,BM0659-317,,,,,7.0,3.0,columbia,"Black, Compass Blue","Deep Water, Spark","Black, White",,,,,,,
Columbia Men Black HATANA MAX OUTDRY (Complete Waterproof),"10,999",,https://columbiasportswear.co.in/columbia-men-black-hatana-max-outdry-bm0659-010,Men,0.0,0.0,BM0659-010,,,,,5.0,3.0,columbia,"Black, Compass Blue","Deep Water, Spark","Black, White",,,,,,,
Columbia Men Black PEAKFREAK II OUTDRY (Complete Waterproof),"10,999",,https://columbiasportswear.co.in/columbia-men-brown-peakfreak-ii-outdry-bm5953-247,Men,31.0,5.0,BM5953-012,,,,,6.0,2.0,columbia,"Black, White","Canvas Tan, Black",,,,,,,,
Columbia Men Brown Peakfreak II Outdry (Complete Waterproof),"10,999",,https://columbiasportswear.co.in/columbia-men-brown-peakfreak-ii-outdry-bm5953-247,Men,21.0,5.0,BM5953-247,,,,,7.0,2.0,columbia,"Black, White","Canvas Tan, Black",,,,,,,,
Columbia Men BLACK ESCAPE THRIVE ULTRA,"12,999",,https://columbiasportswear.co.in/men/footwear-men/escape-thrive-ultra-bm7874-012,Men,36.0,4.0,BM7874-012,,,,,5.0,0.0,columbia,,,,,,,,,,
Columbia Men Black TRAILSTORM Water Resistant Shoes,"8,999",,https://columbiasportswear.co.in/trailstorm-waterproof-bm0156-478,Men,42.0,4.0,BM0156-010,,,,,9.0,4.0,columbia,"Black, Solar","Dark Grey, Bright Gold","Dark Moss, Mango","Dark Mountain, Steam",,,,,,
Columbia Men Grey TRAILSTORM Water Resistant Shoes,"8,999",,https://columbiasportswear.co.in/trailstorm-waterproof-bm0156-478,Men,34.0,4.0,BM0156-089,,,,,5.0,4.0,columbia,"Black, Solar","Dark Grey, Bright Gold","Dark Moss, Mango","Dark Mountain, Steam",,,,,,
Columbia Men Green TRAILSTORM Water Resistant Shoes,"8,999",,https://columbiasportswear.co.in/trailstorm-waterproof-bm0156-478,Men,34.0,4.0,BM0156-367,,,,,5.0,4.0,columbia,"Black, Solar","Dark Grey, Bright Gold","Dark Moss, Mango","Dark Mountain, Steam",,,,,,
Columbia Men Blue TRAILSTORM Water Resistant Shoes,"8,999",,https://columbiasportswear.co.in/trailstorm-waterproof-bm0156-478,Men,34.0,4.0,BM0156-478,,,,,5.0,4.0,columbia,"Black, Solar","Dark Grey, Bright Gold","Dark Moss, Mango","Dark Mountain, Steam",,,,,,
Columbia Men BLACK Trailstorm Hiker 3 Strap,"6,999",,https://columbiasportswear.co.in/columbia-men-brown-trailstorm-hiker-3-strap-bm8210-231,Men,4.0,5.0,BM8210-005,,,,,0.0,2.0,columbia,"Kettle, Black","Cordovan, Gold Amber",,,,,,,,
Columbia Men Brown TRAILSTORM HIKER 3 STRAP,"6,999",,https://columbiasportswear.co.in/columbia-men-brown-trailstorm-hiker-3-strap-bm8210-231,Men,4.0,5.0,BM8210-231,,,,,5.0,2.0,columbia,"Kettle, Black","Cordovan, Gold Amber",,,,,,,,
Columbia Men Green FIRECAMP REMESH,"6,999",,https://columbiasportswear.co.in/columbia-men-blue-firecamp-remesh-bm1905-468,Men,0.0,0.0,BM1905-399,,,,,5.0,2.0,columbia,"Stone Green, Black","Collegiate Navy, Tippet",,,,,,,,
Columbia Men Blue FIRECAMP REMESH,"6,999",,https://columbiasportswear.co.in/columbia-men-blue-firecamp-remesh-bm1905-468,Men,0.0,0.0,BM1905-468,,,,,5.0,2.0,columbia,"Stone Green, Black","Collegiate Navy, Tippet",,,,,,,,
Columbia Men BROWN Columbia 2 Strap,"5,999",,https://columbiasportswear.co.in/columbia-men-green-columbia-2-strap-bm0111-339,Men,37.0,4.0,BM0111-231,,,,,5.0,2.0,columbia,"Cordovan, Curry","Gravel, Black",,,,,,,,
Columbia Men GREEN Columbia 2 Strap,"5,999",,https://columbiasportswear.co.in/columbia-men-green-columbia-2-strap-bm0111-339,Men,46.0,4.0,BM0111-339,,,,,5.0,2.0,columbia,"Cordovan, Curry","Gravel, Black",,,,,,,,
Columbia Men BROWN Hatana Breathe,"9,999",,https://columbiasportswear.co.in/columbia-men-green-hatana-breathe-bm7444-383,Men,0.0,0.0,BM7444-227,,,,,6.0,2.0,columbia,"Pebble, Black","Nori, Gold Amber",,,,,,,,
Columbia Men GREEN Hatana Breathe,"9,999",,https://columbiasportswear.co.in/columbia-men-green-hatana-breathe-bm7444-383,Men,0.0,0.0,BM7444-383,,,,,6.0,2.0,columbia,"Pebble, Black","Nori, Gold Amber",,,,,,,,
Columbia Men BROWN Columbia 2 Strap,"5,999",,https://columbiasportswear.co.in/columbia-men-green-columbia-2-strap-bm0111-339,Men,37.0,4.0,BM0111-231,,,,,5.0,2.0,columbia,"Cordovan, Curry","Gravel, Black",,,,,,,,
Columbia Men GREEN Columbia 2 Strap,"5,999",,https://columbiasportswear.co.in/columbia-men-green-columbia-2-strap-bm0111-339,Men,46.0,4.0,BM0111-339,,,,,5.0,2.0,columbia,"Cordovan, Curry","Gravel, Black",,,,,,,,
Columbia Men Black HATANA MAX OUTDRY (Complete Waterproof),"10,999",,https://columbiasportswear.co.in/columbia-men-black-hatana-max-outdry-bm0659-010,Men,1.0,5.0,BM0659-013,,,,,0.0,3.0,columbia,"Black, Compass Blue","Deep Water, Spark","Black, White",,,,,,,
Columbia Men GREEN HATANA MAX OUTDRY,"10,999",,https://columbiasportswear.co.in/columbia-men-black-hatana-max-outdry-bm0659-010,Men,0.0,0.0,BM0659-317,,,,,7.0,3.0,columbia,"Black, Compass Blue","Deep Water, Spark","Black, White",,,,,,,
Columbia Men Black HATANA MAX OUTDRY (Complete Waterproof),"10,999",,https://columbiasportswear.co.in/columbia-men-black-hatana-max-outdry-bm0659-010,Men,0.0,0.0,BM0659-010,,,,,5.0,3.0,columbia,"Black, Compass Blue","Deep Water, Spark","Black, White",,,,,,,
Columbia Men Grey RE-PEAK MID,"9,999",,https://columbiasportswear.co.in/columbia-men-brown-re-peak-mid-bm6940-247,Men,0.0,0.0,BM6940-089,,,,,5.0,2.0,columbia,"DARK GREY, BLACK","Canvas Tan, Black",,,,,,,,
Columbia Men Brown RE-PEAK MID,"9,999",,https://columbiasportswear.co.in/columbia-men-brown-re-peak-mid-bm6940-247,Men,0.0,0.0,BM6940-247,,,,,5.0,2.0,columbia,"DARK GREY, BLACK","Canvas Tan, Black",,,,,,,,
Columbia Men BLACK Breaksider Sandal,"5,999",,https://columbiasportswear.co.in/columbia-men-green-breaksider-sandal-bm0486-302,Men,0.0,0.0,BM0486-010,,,,,5.0,2.0,columbia,"Black, Graphite","Mosstone, Golden Yellow",,,,,,,,
Columbia Men GREEN Breaksider Sandal,"5,999",,https://columbiasportswear.co.in/columbia-men-green-breaksider-sandal-bm0486-302,Men,0.0,0.0,BM0486-302,,,,,5.0,2.0,columbia,"Black, Graphite","Mosstone, Golden Yellow",,,,,,,,
Columbia Men Green FIRECAMP REMESH,"6,999",,https://columbiasportswear.co.in/columbia-men-blue-firecamp-remesh-bm1905-468,Men,0.0,0.0,BM1905-399,,,,,5.0,2.0,columbia,"Stone Green, Black","Collegiate Navy, Tippet",,,,,,,,
Columbia Men Blue FIRECAMP REMESH,"6,999",,https://columbiasportswear.co.in/columbia-men-blue-firecamp-remesh-bm1905-468,Men,0.0,0.0,BM1905-468,,,,,5.0,2.0,columbia,"Stone Green, Black","Collegiate Navy, Tippet",,,,,,,,
Columbia Men BROWN Hatana Breathe,"9,999",,https://columbiasportswear.co.in/columbia-men-green-hatana-breathe-bm7444-383,Men,0.0,0.0,BM7444-227,,,,,6.0,2.0,columbia,"Pebble, Black","Nori, Gold Amber",,,,,,,,
Columbia Men GREEN Hatana Breathe,"9,999",,https://columbiasportswear.co.in/columbia-men-green-hatana-breathe-bm7444-383,Men,0.0,0.0,BM7444-383,,,,,6.0,2.0,columbia,"Pebble, Black","Nori, Gold Amber",,,,,,,,
Columbia Men BLACK Hood River Slide,"3,499",,https://columbiasportswear.co.in/columbia-men-blue-hood-river-slide-bm0166-441,Men,36.0,4.0,BM0166-010,,,,,5.0,2.0,columbia,"Black, White","Mountain, Admiral",,,,,,,,
Columbia Men Blue Hood River Slide,"3,499",,https://columbiasportswear.co.in/columbia-men-blue-hood-river-slide-bm0166-441,Men,38.0,4.0,BM0166-441,,,,,5.0,2.0,columbia,"Black, White","Mountain, Admiral",,,,,,,,
Columbia Men Black FACET 60 OUTDRY (Complete Waterproof),"12,799","15,999",https://columbiasportswear.co.in/facet-60-outdry-bm3530-858,Men,12.0,5.0,BM3530-010,,,,,7.0,3.0,columbia,"Black, Red Jasper","Dark Grey, Silver Grey","Warm Copper, Black",,,,,,,
Columbia Men Grey FACET 60 OUTDRY (Complete Waterproof),"12,799","15,999",https://columbiasportswear.co.in/facet-60-outdry-bm3530-858,Men,12.0,5.0,BM3530-089,,,,,5.0,3.0,columbia,"Black, Red Jasper","Dark Grey, Silver Grey","Warm Copper, Black",,,,,,,
Columbia Men Orange FACET 60 OUTDRY (Complete Waterproof),"15,999",,https://columbiasportswear.co.in/facet-60-outdry-bm3530-858,Men,19.0,5.0,BM3530-858,,,,,5.0,3.0,columbia,"Black, Red Jasper","Dark Grey, Silver Grey","Warm Copper, Black",,,,,,,
Columbia Men Black FACET 60 OUTDRY (Complete Waterproof),"12,799","15,999",https://columbiasportswear.co.in/facet-60-outdry-bm3530-858,Men,12.0,5.0,BM3530-010,,,,,7.0,3.0,columbia,"Black, Red Jasper","Dark Grey, Silver Grey","Warm Copper, Black",,,,,,,
Columbia Men Grey FACET 60 OUTDRY (Complete Waterproof),"12,799","15,999",https://columbiasportswear.co.in/facet-60-outdry-bm3530-858,Men,12.0,5.0,BM3530-089,,,,,5.0,3.0,columbia,"Black, Red Jasper","Dark Grey, Silver Grey","Warm Copper, Black",,,,,,,
Columbia Men Orange FACET 60 OUTDRY (Complete Waterproof),"15,999",,https://columbiasportswear.co.in/facet-60-outdry-bm3530-858,Men,19.0,5.0,BM3530-858,,,,,5.0,3.0,columbia,"Black, Red Jasper","Dark Grey, Silver Grey","Warm Copper, Black",,,,,,,
Columbia Men Blue PEAKFREAK X2 OUTDRY (Complete Waterproof),"10,999",,https://columbiasportswear.co.in/peakfreak-x2-outdry-bm0829-439,Men,0.0,0.0,BM0829-415,,,,,8.0,3.0,columbia,"Blue Shadow, Golden Yellow","Graphite, Dark Adobe","Abyss, Fission",,,,,,,
Columbia Men Grey PEAKFREAK X2 OUTDRY (Complete Waterproof),"10,999",,https://columbiasportswear.co.in/peakfreak-x2-outdry-bm0829-439,Men,0.0,0.0,BM0829-053,,,,,6.0,3.0,columbia,"Blue Shadow, Golden Yellow","Graphite, Dark Adobe","Abyss, Fission",,,,,,,
Columbia Men Blue PEAKFREAK X2 OUTDRY (Complete Waterproof),"10,999",,https://columbiasportswear.co.in/peakfreak-x2-outdry-bm0829-439,Men,0.0,0.0,BM0829-439,,,,,6.0,3.0,columbia,"Blue Shadow, Golden Yellow","Graphite, Dark Adobe","Abyss, Fission",,,,,,,
Columbia Men BLACK Thrive Revive,"6,499",,https://columbiasportswear.co.in/thrive-revive-bm8043-302,Men,26.0,5.0,BM8043-010,,,,,5.0,3.0,columbia,"Black, Black","Dark Stone, Dark Stone","Mosstone, Mosstone",,,,,,,
Columbia Men BROWN Thrive Revive,"6,499",,https://columbiasportswear.co.in/thrive-revive-bm8043-302,Men,26.0,5.0,BM8043-278,,,,,5.0,3.0,columbia,"Black, Black","Dark Stone, Dark Stone","Mosstone, Mosstone",,,,,,,
Columbia Men GREEN Thrive Revive,"6,499",,https://columbiasportswear.co.in/thrive-revive-bm8043-302,Men,24.0,5.0,BM8043-302,,,,,5.0,3.0,columbia,"Black, Black","Dark Stone, Dark Stone","Mosstone, Mosstone",,,,,,,
Columbia Men Grey TRAILSTORM MID WATERPROOF,"9,999",,https://columbiasportswear.co.in/trailstorm-mid-waterproof-bm0155-472,Men,59.0,4.0,BM0155-053,,,,,5.0,3.0,columbia,Graphite,"Kettle, Mountain Red","Dark Nocturnal, Fission",,,,,,,
Columbia Men Black TRAILSTORM MID Water Resistant Shoes,"9,999",,https://columbiasportswear.co.in/trailstorm-mid-waterproof-bm0155-472,Men,69.0,4.0,BM0155-005,,,,,5.0,3.0,columbia,Graphite,"Kettle, Mountain Red","Dark Nocturnal, Fission",,,,,,,
Columbia Men Blue TRAILSTORM MID Water Resistant Shoes,"9,999",,https://columbiasportswear.co.in/trailstorm-mid-waterproof-bm0155-472,Men,59.0,4.0,BM0155-472,,,,,5.0,3.0,columbia,Graphite,"Kettle, Mountain Red","Dark Nocturnal, Fission",,,,,,,
Columbia Men Black TRAILSTORM Water Resistant Shoes,"8,999",,https://columbiasportswear.co.in/trailstorm-waterproof-bm0156-478,Men,42.0,4.0,BM0156-010,,,,,9.0,4.0,columbia,"Black, Solar","Dark Grey, Bright Gold","Dark Moss, Mango","Dark Mountain, Steam",,,,,,
Columbia Men Grey TRAILSTORM Water Resistant Shoes,"8,999",,https://columbiasportswear.co.in/trailstorm-waterproof-bm0156-478,Men,34.0,4.0,BM0156-089,,,,,5.0,4.0,columbia,"Black, Solar","Dark Grey, Bright Gold","Dark Moss, Mango","Dark Mountain, Steam",,,,,,
Columbia Men Green TRAILSTORM Water Resistant Shoes,"8,999",,https://columbiasportswear.co.in/trailstorm-waterproof-bm0156-478,Men,34.0,4.0,BM0156-367,,,,,5.0,4.0,columbia,"Black, Solar","Dark Grey, Bright Gold","Dark Moss, Mango","Dark Mountain, Steam",,,,,,
Columbia Men Blue TRAILSTORM Water Resistant Shoes,"8,999",,https://columbiasportswear.co.in/trailstorm-waterproof-bm0156-478,Men,34.0,4.0,BM0156-478,,,,,5.0,4.0,columbia,"Black, Solar","Dark Grey, Bright Gold","Dark Moss, Mango","Dark Mountain, Steam",,,,,,
Columbia Men Black TRAILSTORM Water Resistant Shoes,"8,999",,https://columbiasportswear.co.in/trailstorm-waterproof-bm0156-478,Men,42.0,4.0,BM0156-010,,,,,9.0,4.0,columbia,"Black, Solar","Dark Grey, Bright Gold","Dark Moss, Mango","Dark Mountain, Steam",,,,,,
Columbia Men Grey TRAILSTORM Water Resistant Shoes,"8,999",,https://columbiasportswear.co.in/trailstorm-waterproof-bm0156-478,Men,34.0,4.0,BM0156-089,,,,,5.0,4.0,columbia,"Black, Solar","Dark Grey, Bright Gold","Dark Moss, Mango","Dark Mountain, Steam",,,,,,
Columbia Men Green TRAILSTORM Water Resistant Shoes,"8,999",,https://columbiasportswear.co.in/trailstorm-waterproof-bm0156-478,Men,34.0,4.0,BM0156-367,,,,,5.0,4.0,columbia,"Black, Solar","Dark Grey, Bright Gold","Dark Moss, Mango","Dark Mountain, Steam",,,,,,
Columbia Men Blue TRAILSTORM Water Resistant Shoes,"8,999",,https://columbiasportswear.co.in/trailstorm-waterproof-bm0156-478,Men,34.0,4.0,BM0156-478,,,,,5.0,4.0,columbia,"Black, Solar","Dark Grey, Bright Gold","Dark Moss, Mango","Dark Mountain, Steam",,,,,,
Columbia Men Black STRATA TRAIL MID WP,"7,999",,https://columbiasportswear.co.in/columbia-men-black-strata-trail-mid-wp-ym8651-010,Men,0.0,0.0,YM8651-010,,,,,8.0,1.0,columbia,"Black, Owl",,,,,,,,,
Columbia Men Blue PEAKFREAK X2 OUTDRY (Complete Waterproof),"10,999",,https://columbiasportswear.co.in/peakfreak-x2-outdry-bm0829-439,Men,0.0,0.0,BM0829-415,,,,,8.0,3.0,columbia,"Blue Shadow, Golden Yellow","Graphite, Dark Adobe","Abyss, Fission",,,,,,,
